angolo,distanza,x,y
292.38,61.66,23.48,-57.01
293.33,62.08,24.59,-57.01
294.29,61.95,25.48,-56.47
295.24,61.54,26.24,-55.67
296.19,61.12,26.97,-54.84
297.14,61.52,28.07,-54.75
298.10,61.39,28.91,-54.15
299.05,60.98,29.61,-53.31
300.00,60.98,30.49,-52.81
300.95,60.54,31.14,-51.92
301.90,61.23,32.36,-51.98
302.86,60.83,33.00,-51.10
303.81,60.40,33.61,-50.19
304.76,60.42,34.45,-49.64
305.71,60.40,35.26,-49.04
306.67,60.42,36.08,-48.46
307.62,60.40,36.87,-47.84
308.57,60.42,37.67,-47.24
309.52,60.69,38.62,-46.81
310.48,60.26,39.12,-45.84
311.43,60.26,39.88,-45.19
312.38,60.26,40.62,-44.52
313.33,60.28,41.37,-43.85
314.29,60.28,42.09,-43.15
315.24,60.28,42.80,-42.45
316.19,60.40,43.59,-41.81
317.14,60.28,44.19,-41.00
318.10,60.42,44.97,-40.35
319.05,60.42,45.63,-39.60
320.00,60.40,46.27,-38.83
320.95,60.42,46.92,-38.06
321.90,60.42,47.55,-37.28
322.86,60.42,48.16,-36.48
323.81,60.42,48.76,-35.68
324.76,60.42,49.35,-34.86
325.71,59.99,49.57,-33.80
326.67,60.40,50.46,-33.19
327.62,60.40,51.01,-32.35
328.57,60.40,51.54,-31.50
329.52,60.28,51.95,-30.57
330.48,60.26,52.44,-29.70
331.43,60.28,52.94,-28.83
332.38,60.26,53.40,-27.94
333.33,60.26,53.85,-27.05
334.29,60.28,54.31,-26.16
335.24,60.28,54.74,-25.25
336.19,60.28,55.15,-24.34
337.14,60.26,55.53,-23.41
338.10,60.26,55.91,-22.48
339.05,60.28,56.30,-21.56
340.00,60.69,57.03,-20.76
340.95,60.28,56.98,-19.67
341.90,60.26,57.28,-18.72
342.86,60.28,57.60,-17.77
343.81,60.28,57.89,-16.81
344.76,60.26,58.15,-15.84
345.71,60.28,58.42,-14.88
346.67,60.69,59.05,-14.00
347.62,60.26,58.86,-12.92
348.57,60.28,59.09,-11.94
349.52,60.26,59.26,-10.96
350.48,60.28,59.45,-9.97
351.43,60.40,59.73,-9.00
352.38,60.28,59.75,-7.99
353.33,60.28,59.87,-7.00
354.29,60.28,59.98,-6.00
355.24,60.69,60.48,-5.04
356.19,60.28,60.15,-4.01
357.14,60.28,60.21,-3.00
358.10,60.28,60.25,-2.00
359.05,60.28,60.27,-1.00
360.00,60.28,60.28,0.00
